AGE;PERSONAL_INCOME;CREDIT;FST_PAYMENT;FACT_LIVING_TERM;LOAN_AVG_DLQ_AMT
32;25000.0;32525.0;6000.0;24.0;0.0
28;15000.0;6749.0;750.0;21.0;1510.0
40;13500.0;4700.0;2000.0;168.0;0.0
48;7000.0;8590.0;2000.0;552.0;0.0
44;22000.0;6690.0;5000.0;108.0;0.0
63;5000.0;16180.0;2000.0;384.0;0.0
35;9000.0;7600.0;0.0;36.0;0.0
36;30000.0;19990.0;3000.0;20.0;2470.0
24;6500.0;35530.0;5000.0;101.0;0.0
23;10000.0;7416.0;824.0;108.0;0.0
23;16000.0;16899.0;3000.0;84.0;0.0
30;18000.0;9042.0;8900.0;133.0;0.0
30;14000.0;9574.0;9574.0;118.0;0.0
54;13000.0;29430.0;3270.0;224.0;0.0
31;23000.0;11755.0;3000.0;162.0;0.0
42;5000.0;3170.0;600.0;59.0;0.0
23;9000.0;8381.5;940.0;189.0;0.0
35;10000.0;9690.0;0.0;37.0;0.0
26;8000.0;17990.0;2000.0;288.0;0.0
38;20000.0;11322.0;1258.0;70.0;0.0
45;19000.0;27381.0;5609.0;1.0;0.0
30;20000.0;19497.0;10000.0;108.0;0.0
41;10000.0;23790.0;4200.0;36.0;0.0
41;9000.0;5199.0;1000.0;144.0;0.0
28;6000.0;4999.0;1000.0;108.0;560.0
44;30000.0;5990.0;5000.0;21.0;0.0
35;12000.0;15090.0;4000.0;21.0;0.0
35;50000.0;15440.0;1800.0;64.0;0.0
52;15400.0;14521.0;1620.0;1.0;1760.0
33;30000.0;81000.0;9000.0;60.0;0.0
38;13000.0;17140.0;4000.0;48.0;0.0
40;25000.0;21400.0;4048.0;24.0;0.0
30;6000.0;14690.0;7000.0;108.0;0.0
53;22000.0;32940.0;4000.0;98.0;0.0
24;15000.0;14030.0;1560.0;48.0;0.0
26;23000.0;27080.0;5000.0;108.0;0.0
54;11000.0;16785.0;5000.0;3.0;0.0
23;10000.0;6118.0;1080.0;38.0;0.0
30;6000.0;3250.0;1500.0;12.0;0.0
22;12000.0;13190.0;700.0;83.0;0.0
58;6500.0;7589.0;1000.0;360.0;910.0
40;13000.0;16438.0;2901.0;18.0;0.0
48;13000.0;18216.0;8734.0;138.0;0.0
24;15000.0;12280.0;1400.0;12.0;0.0
56;14000.0;27060.0;3100.0;11.0;2670.0
59;6000.0;5290.0;600.0;48.0;0.0
25;12000.0;15500.0;5000.0;108.0;0.0
34;20000.0;23792.0;4198.0;201.0;0.0
30;15000.0;17541.0;1949.0;48.0;0.0
47;6500.0;5100.0;2000.0;96.0;0.0
22;13000.0;9590.0;1000.0;24.0;0.0
23;16000.0;4475.0;1000.0;240.0;0.0
32;18000.0;27670.0;20000.0;48.0;0.0
35;12000.0;16418.0;5000.0;108.0;0.0
30;9000.0;24650.0;0.0;96.0;3959.0
31;20000.0;22999.0;3000.0;12.0;0.0
45;10000.0;8990.0;1600.0;84.0;0.0
46;5050.0;4080.0;1020.0;96.0;0.0
45;20000.0;21690.0;2500.95;35.0;0.0
57;15000.0;5400.0;600.0;5.0;0.0
50;12000.0;5200.0;1300.0;84.0;0.0
30;8000.0;19840.5;2437.5;60.0;0.0
25;12000.0;4768.0;530.0;18.0;908.78
60;7500.0;6290.0;700.0;108.0;0.0
30;15000.0;5750.0;3779.0;60.0;1097.86
32;35000.0;28055.0;5000.0;105.0;0.0
40;6500.0;4790.0;2000.0;108.0;0.0
24;8000.0;4542.0;1000.0;12.0;0.0
27;17000.0;5152.0;2538.0;72.0;0.0
32;12000.0;24700.0;6160.0;89.0;2500.0
55;7500.0;14200.0;1600.0;276.0;0.0
24;5000.0;5490.0;3000.0;82.0;0.0
35;10000.0;13170.0;1500.0;84.0;0.0
30;45000.0;7279.0;1000.0;163.0;0.0
22;4000.0;7900.0;3100.0;10.0;0.0
37;8000.0;4000.0;4000.0;240.0;0.0
42;40000.0;35563.0;6000.0;100.0;0.0
22;9000.0;22490.0;2500.0;38.0;2400.0
24;15000.0;2947.0;2403.0;6.0;0.0
42;15000.0;17000.0;1900.0;120.0;0.0
53;19000.0;16020.0;6000.0;300.0;0.0
31;15000.0;31000.0;10000.0;252.0;0.0
27;15000.0;25200.0;2800.0;36.0;0.0
59;12000.0;11650.0;1295.0;132.0;2160.0
49;15000.0;10260.0;1140.0;81.0;0.0
50;8000.0;4056.0;500.0;156.0;0.0
58;30000.0;33978.63;9664.0;121.0;6490.0
47;15000.0;24120.0;5000.0;100.0;0.0
48;7000.0;6698.0;750.0;165.0;0.0
35;5000.0;6590.0;800.0;174.0;0.0
30;7000.0;15912.0;2000.0;230.0;0.0
50;7000.0;5710.0;0.0;360.0;0.0
49;13000.0;87570.0;9730.0;219.0;0.0
23;13000.0;18376.0;2045.0;12.0;0.0
45;18000.0;55000.0;20000.0;168.0;0.0
50;10000.0;27130.0;3100.0;216.0;0.0
50;12000.0;18700.0;3300.0;360.0;0.0
55;8000.0;5640.0;700.0;240.0;1030.0
55;18000.0;37710.0;4500.0;298.0;0.0
34;18000.0;9000.0;2775.0;228.0;0.0
38;7000.0;2990.0;1000.0;6.0;0.0
24;20000.0;25829.1;2869.9;24.0;2870.0
56;11000.0;12000.0;0.0;222.0;0.0
44;20000.0;7492.0;5000.0;24.0;0.0
25;15000.0;28098.0;3200.0;78.0;0.0
23;18000.0;3949.92;440.0;216.0;0.0
39;10000.0;4760.0;840.0;107.0;0.0
26;10000.0;18190.0;8000.0;75.0;0.0
53;15000.0;2880.0;0.0;168.0;0.0
26;13000.0;12790.0;12000.0;11.0;0.0
28;24.0;63306.0;7034.0;1.0;0.0
29;27000.0;10435.0;1160.0;24.0;0.0
53;7500.0;11190.0;2000.0;72.0;0.0
59;14000.0;13922.0;1596.0;240.0;0.0
33;18000.0;33570.0;3730.0;96.0;0.0
61;5000.0;5700.0;0.0;142.0;0.0
48;15000.0;19700.0;2200.0;228.0;0.0
59;6200.0;16900.0;0.0;71.0;0.0
44;9000.0;3000.0;1000.0;252.0;0.0
44;15000.0;11620.0;5000.0;12.0;0.0
48;8000.0;16240.0;1810.0;284.0;0.0
31;34000.0;4490.0;4000.0;48.0;0.0
31;10000.0;24195.0;3000.0;360.0;0.0
34;7000.0;3570.0;630.0;140.0;0.0
34;15000.0;13193.0;11860.0;98.0;0.0
52;25000.0;28640.0;15000.0;280.0;0.0
39;15000.0;6630.0;1000.0;132.0;0.0
51;38000.0;78390.0;8710.0;180.0;0.0
26;18000.0;10230.0;5000.0;66.0;0.0
43;25000.0;7720.0;1380.0;186.0;0.0
23;20000.0;8057.0;20000.0;240.0;0.0
39;5500.0;19734.0;3482.0;117.0;0.0
38;12000.0;14637.0;4000.0;24.0;0.0
35;16000.0;58500.0;6500.0;160.0;0.0
61;6200.0;3420.0;379.0;72.0;0.0
36;10000.0;5210.0;950.0;6.0;0.0
57;35000.0;23661.0;2700.0;60.0;0.0
57;10000.0;11620.0;2000.0;153.0;0.0
27;30000.0;2000.0;1430.0;30.0;2372.77
64;8000.0;2990.0;6000.0;84.0;0.0
38;13000.0;15850.0;1800.0;120.0;1690.0
31;20000.0;19799.0;4000.0;70.0;0.0
36;20000.0;9900.0;15000.0;120.0;0.0
40;6500.0;3815.0;675.0;233.0;0.0
49;12000.0;16300.0;0.0;120.0;0.0
44;15000.0;9540.0;1100.0;324.0;0.0
30;20000.0;69000.0;15670.0;151.0;7670.0
63;6800.0;7200.0;800.0;316.0;1182.23
41;15000.0;19710.0;2200.0;238.0;0.0
42;9000.0;4399.0;1000.0;46.0;0.0
50;11700.0;26928.0;0.0;252.0;3020.0
53;8000.0;5995.46;6509.0;252.0;0.0
22;13000.0;8102.08;2000.0;6.0;1550.0
37;17000.0;3000.0;500.0;37.0;0.0
24;12000.0;14487.0;0.0;24.0;0.0
41;8000.0;3535.0;1000.0;4.0;0.0
38;9000.0;16500.0;2000.0;168.0;1850.0
29;10000.0;3199.0;1000.0;120.0;0.0
24;14000.0;8580.0;1000.0;252.0;0.0
35;10000.0;26760.0;3000.0;120.0;0.0
49;30000.0;34618.0;11000.0;8.0;0.0
60;20000.0;5830.0;0.0;260.0;1259.713333
49;15000.0;65000.0;10000.0;108.0;0.0
22;12000.0;17650.0;4000.0;180.0;0.0
39;18000.0;27970.0;3200.0;88.0;0.0
28;10000.0;17990.0;2000.0;84.0;0.0
36;9000.0;13388.0;4000.0;101.0;0.0
57;6500.0;10800.0;1200.0;24.0;0.0
42;13000.0;14632.0;2000.0;132.0;0.0
51;9000.0;24290.0;3000.0;211.0;0.0
39;25000.0;8491.82;5000.0;36.0;1589.923333
54;14000.0;22900.0;2600.0;335.0;0.0
38;25000.0;5238.0;3492.0;50.0;0.0
33;20000.0;7116.0;1256.0;24.0;0.0
25;12000.0;12427.1;0.0;11.0;0.0
25;10000.0;4928.96;3000.0;83.0;0.0
57;41000.0;7380.0;820.0;48.0;0.0
56;12000.0;5780.0;1020.0;270.0;1630.0
40;13000.0;5340.0;2000.0;120.0;0.0
24;23000.0;20059.0;2300.0;12.0;2957.71
49;16000.0;7493.0;850.0;288.0;0.0
29;15000.0;6411.72;0.0;15.0;1260.0
43;9000.0;29388.0;3300.0;240.0;0.0
52;9000.0;3050.0;350.0;288.0;0.0
28;8500.0;11190.0;1250.0;92.0;0.0
48;15000.0;5599.0;1000.0;100.0;0.0
35;21000.0;5000.0;3997.0;20.0;0.0
39;7000.0;15390.0;1710.0;276.0;0.0
36;15000.0;15372.0;1708.0;360.0;0.0
55;6000.0;22140.0;2470.0;69.0;0.0
57;9000.0;20190.0;4000.0;144.0;0.0
46;8000.0;19200.0;400.0;314.0;0.0
41;15000.0;6299.0;1200.0;36.0;0.0
32;10000.0;11519.1;1279.9;52.0;0.0
49;14000.0;17950.0;2000.0;96.0;0.0
37;14000.0;7978.0;900.0;48.0;1530.0
57;12000.0;11500.0;3000.0;60.0;0.0
33;25000.0;26365.6;8000.0;84.0;0.0
42;9500.0;11920.0;0.0;95.0;0.0
49;5000.0;21124.0;0.0;232.0;0.0
24;8000.0;7380.0;820.0;16.0;0.0
57;6000.0;9890.0;1100.0;380.0;0.0
37;15000.0;11764.0;2076.0;51.0;0.0
25;10000.0;5740.0;700.0;113.0;0.0
33;9000.0;4169.0;130.0;24.0;772.73
43;8000.0;21950.0;3000.0;192.0;0.0
26;6000.0;7780.0;0.0;29.0;0.0
33;4300.0;5400.0;1010.0;109.0;0.0
31;10000.0;5388.0;3202.0;65.0;0.0
32;9000.0;12600.0;400.0;182.0;1520.0
30;9000.0;10000.0;4340.0;31.0;0.0
39;18000.0;7000.0;7990.0;2.0;980.0
23;12000.0;14798.0;1700.0;204.0;2830.0
37;15000.0;9224.0;1100.0;12.0;0.0
25;25000.0;38520.0;4280.0;201.0;0.0
37;18000.0;22830.0;6000.0;216.0;0.0
33;7000.0;12000.0;5000.0;60.0;0.0
22;11000.0;8000.0;2160.0;73.0;0.0
53;7000.0;3099.0;0.0;144.0;0.0
41;7000.0;22920.0;3000.0;124.0;0.0
53;18000.0;11322.0;5703.0;252.0;0.0
51;38000.0;75581.0;63219.0;132.0;0.0
50;8000.0;17981.9;3200.0;228.0;0.0
35;15000.0;15363.0;1799.0;60.0;1222.06
59;6800.0;8050.0;2500.0;324.0;0.0
30;5000.0;9630.0;2500.0;60.0;0.0
33;20000.0;16732.0;7170.0;46.0;0.0
51;10000.0;5800.0;1000.0;252.0;0.0
53;5500.0;18849.0;3000.0;168.0;0.0
35;10000.0;2421.0;269.0;60.0;0.0
26;15000.0;8785.0;1000.0;96.0;0.0
44;8000.0;16145.0;1800.0;72.0;0.0
48;26000.0;37466.0;7000.0;84.0;0.0
63;5300.0;4633.0;515.0;336.0;0.0
24;18000.0;24667.0;4353.0;3.0;0.0
59;15000.0;14245.0;0.0;226.0;1155.021429
37;12000.0;10530.0;1170.0;36.0;0.0
42;28000.0;5490.0;1500.0;180.0;0.0
51;9000.0;4390.0;500.0;36.0;0.0
51;25000.0;15481.0;1800.0;180.0;2960.0
24;8000.0;9095.0;1605.0;26.0;1740.0
49;15000.0;3280.0;2500.0;360.0;0.0
24;8000.0;5930.0;0.0;132.0;0.0
29;10500.0;3591.0;399.0;11.0;0.0
27;17000.0;27250.0;7000.0;26.0;0.0
51;16000.0;3000.0;2590.0;100.0;0.0
27;14000.0;4799.0;500.0;4.0;991.19
49;14000.0;29000.0;4000.0;264.0;0.0
33;7500.0;12599.0;1400.0;38.0;0.0
39;20000.0;20000.0;3170.0;156.0;2910.0
52;15000.0;32499.0;1000.0;156.0;0.0
28;25000.0;6186.7;4000.0;36.0;2200.0
31;8600.0;4050.0;1500.0;48.0;0.0
58;15000.0;13825.0;13000.0;288.0;0.0
37;16000.0;8169.55;6820.45;252.0;0.0
45;8000.0;5500.0;0.0;204.0;0.0
52;7000.0;15200.0;2000.0;317.0;0.0
34;14000.0;21927.0;15000.0;120.0;0.0
30;4500.0;4490.0;500.0;84.0;578.3
54;9000.0;10508.0;5500.0;324.0;0.0
53;20000.0;5190.0;600.0;228.0;0.0
35;11000.0;14280.0;20000.0;156.0;0.0
46;10000.0;31502.0;7000.0;200.0;0.0
50;12500.0;21800.0;2500.0;264.0;0.0
24;10000.0;4780.0;540.0;12.0;0.0
43;8000.0;15000.0;4400.0;228.0;2230.0
42;5000.0;7490.0;1000.0;256.0;0.0
50;20000.0;16551.0;4138.0;60.0;0.0
48;18000.0;2520.0;280.0;216.0;0.0
33;8000.0;19220.0;2140.0;30.0;0.0
45;8000.0;6875.0;5000.0;253.0;0.0
57;12000.0;15036.0;2653.0;323.0;0.0
40;50000.0;18170.0;2050.0;1.0;0.0
38;15000.0;29933.4;6100.0;207.0;0.0
26;27000.0;27000.0;6000.0;25.0;1388.837692
36;10500.0;14150.0;1600.0;2.0;0.0
37;27000.0;15844.0;2796.0;36.0;0.0
55;12000.0;11445.0;1300.0;204.0;0.0
27;7000.0;6469.0;750.0;240.0;0.0
37;10000.0;6103.0;1077.0;156.0;0.0
55;8000.0;23121.0;2569.0;6.0;0.0
28;6500.0;4788.0;532.0;36.0;0.0
45;20000.0;31415.0;14786.0;24.0;0.0
51;10000.0;8638.0;2160.0;9.0;0.0
60;7000.0;6750.0;2500.0;300.0;0.0
52;12000.0;29944.0;0.0;228.0;0.0
49;32000.0;15771.0;2000.0;204.0;0.0
26;30000.0;15999.0;15000.0;120.0;2379.46
38;22000.0;30600.0;3400.0;120.0;0.0
52;15000.0;11060.0;5000.0;43.0;0.0
24;15000.0;33358.84;0.0;18.0;0.0
26;13200.0;17099.1;0.0;28.0;0.0
43;11000.0;19760.0;6000.0;192.0;0.0
50;10000.0;15065.0;1674.0;120.0;0.0
37;25000.0;8590.0;6000.0;24.0;0.0
58;6000.0;14400.0;1600.0;84.0;0.0
59;7500.0;4020.0;1700.0;21.0;1480.0
24;8000.0;19410.0;0.0;24.0;0.0
58;8500.0;6950.0;0.0;233.0;0.0
29;24000.0;27200.0;3100.0;60.0;0.0
29;12000.0;30615.0;3500.0;108.0;0.0
47;8000.0;5990.0;1000.0;232.0;0.0
28;10000.0;20499.0;2500.0;109.0;0.0
34;10500.0;21166.0;2352.0;72.0;2970.0
37;18000.0;5399.0;600.0;252.0;0.0
32;15000.0;10113.0;2877.0;12.0;0.0
32;19500.0;10190.0;1800.0;5.0;0.0
54;56000.0;99308.0;34492.0;163.0;0.0
61;20000.0;17789.0;3000.0;132.0;620.75
27;8500.0;4500.0;508.0;18.0;0.0
48;12000.0;18470.0;5000.0;34.0;0.0
35;10000.0;10800.0;4000.0;69.0;0.0
55;9000.0;13090.0;3000.0;169.0;1400.0
42;10000.0;2690.0;1000.0;96.0;0.0
59;5800.0;14765.0;2605.0;372.0;0.0
60;8000.0;25360.0;3000.0;46.0;0.0
48;20000.0;30600.0;4400.0;242.0;0.0
53;12000.0;16648.0;1850.0;96.0;0.0
31;13400.0;56130.0;6240.0;48.0;0.0
60;60000.0;116360.0;13000.0;130.0;0.0
31;25000.0;6580.0;1000.0;4.0;0.0
37;10000.0;7452.0;828.0;120.0;0.0
23;7000.0;6785.0;210.0;6.0;818.74
51;30000.0;8850.0;10000.0;276.0;0.0
30;30000.0;54000.0;6000.0;168.0;6650.0
62;6000.0;8200.0;1000.0;372.0;0.0
58;10000.0;14000.0;1653.0;168.0;0.0
37;35000.0;15580.0;15000.0;11.0;0.0
52;16000.0;29198.0;3300.0;279.0;0.0
60;11500.0;17880.0;2000.0;269.0;0.0
40;9000.0;9630.0;1070.0;227.0;0.0
45;15000.0;29443.0;3500.0;50.0;0.0
39;6800.0;7740.0;900.0;42.0;1130.0
31;15000.0;21624.0;2400.0;48.0;0.0
42;12000.0;6998.0;6000.0;48.0;0.0
37;15000.0;6350.0;750.0;144.0;0.0
41;8000.0;6975.0;6975.0;252.0;0.0
52;6000.0;4967.0;0.0;240.0;0.0
36;24000.0;20140.0;0.0;150.0;0.0
23;14000.0;5100.0;1000.0;84.0;0.0
23;12000.0;9900.0;2000.0;84.0;0.0
25;11000.0;6338.0;1000.0;298.0;0.0
41;30000.0;5940.0;1050.0;108.0;0.0
32;18000.0;5999.0;3000.0;12.0;0.0
55;28000.0;12762.0;1418.0;70.0;0.0
44;35000.0;33598.0;3735.0;120.0;0.0
62;21000.0;26930.0;2000.0;144.0;0.0
35;15000.0;8990.0;2000.0;48.0;0.0
56;14000.0;25200.0;0.0;257.0;0.0
47;16000.0;27000.0;3000.0;182.0;2810.0
56;9000.0;2031.0;2031.0;24.0;0.0
46;12000.0;18654.0;7995.0;224.0;0.0
50;7000.0;6280.0;1110.0;9.0;1149.495
32;27000.0;21989.0;15091.0;48.0;0.0
28;11000.0;7000.0;930.0;36.0;0.0
65;7500.0;13399.0;0.0;384.0;0.0
44;15000.0;28890.0;3300.0;228.0;0.0
41;22000.0;7550.0;100.0;84.0;0.0
50;11000.0;30000.0;3570.0;284.0;0.0
26;25000.0;5517.0;973.0;48.0;0.0
51;15000.0;13480.0;5000.0;218.0;0.0
45;10000.0;24599.0;4400.0;252.0;0.0
25;16000.0;20600.0;0.0;288.0;0.0
53;10000.0;8900.0;4000.0;114.0;0.0
27;12000.0;8286.0;0.0;111.0;0.0
30;5000.0;4850.0;2000.0;156.0;0.0
31;43000.0;20700.0;2300.0;5.0;0.0
59;9900.0;8500.0;10000.0;256.0;0.0
41;15000.0;26848.0;6712.0;144.0;0.0
26;9000.0;7000.0;800.0;48.0;1010.43
54;25000.0;9400.0;4000.0;162.0;0.0
29;11000.0;29694.0;3300.0;84.0;0.0
38;27000.0;43353.0;4820.0;48.0;0.0
56;6000.0;6530.0;0.0;84.0;820.0
23;15000.0;21620.0;6000.0;276.0;0.0
29;15000.0;20755.0;5000.0;84.0;0.0
57;10000.0;19390.0;0.0;72.0;0.0
25;10000.0;22900.0;3800.0;288.0;0.0
37;7000.0;6142.0;1000.0;84.0;0.0
31;15000.0;4390.0;0.0;72.0;0.0
42;8000.0;4480.0;500.0;36.0;1258.69
35;4300.0;5384.0;3000.0;31.0;0.0
31;18000.0;19490.0;2200.0;168.0;0.0
57;9000.0;5800.0;1080.0;336.0;1140.0
22;15000.0;25999.0;5000.0;240.0;0.0
24;9500.0;7760.0;1000.0;200.0;0.0
28;17000.0;8000.0;3590.0;1.0;0.0
30;20000.0;35000.0;25000.0;240.0;3910.0
54;16800.0;9000.0;1000.0;156.0;0.0
44;8000.0;7720.0;1000.0;64.0;0.0
32;15000.0;7084.28;4268.72;12.0;0.0
51;16000.0;10500.0;8000.0;309.0;0.0
24;6000.0;5000.0;5200.0;7.0;0.0
48;3000.0;5990.0;1000.0;480.0;0.0
36;12600.0;15685.0;1750.0;43.0;0.0
40;15000.0;9900.0;2000.0;216.0;0.0
47;5500.0;8550.0;950.0;228.0;0.0
37;15000.0;30200.0;3360.0;144.0;0.0
56;3100.0;9675.0;1075.0;38.0;0.0
23;8000.0;10670.0;2000.0;72.0;0.0
52;30000.0;18857.0;8000.0;168.0;0.0
23;25000.0;25990.0;4000.0;1.0;4920.0
24;10000.0;4879.0;900.0;48.0;960.0
48;10000.0;7500.0;1000.0;145.0;0.0
66;24000.0;82162.0;56638.0;120.0;0.0
57;6000.0;10021.5;0.0;360.0;1889.43
30;20000.0;22139.0;3907.0;24.0;2320.0
32;12000.0;5076.0;570.0;24.0;0.0
56;4000.0;5390.0;1000.0;122.0;0.0
28;9000.0;4088.0;0.0;84.0;0.0
39;35000.0;3699.0;5000.0;87.0;0.0
52;13000.0;25313.0;4500.0;492.0;0.0
37;20000.0;14349.0;6641.0;60.0;0.0
