SeriousDlqin2yrs;Prob
0;0.018165682338696934
0;0.0879394134113244
1;0.09234902929712073
0;0.02014374865147098
0;0.16128511175090735
0;0.016417755487411458
0;0.030660568215924756
0;0.011102864227275485
0;0.019971934068585235
0;0.009406828991382107
0;0.04723774154677452
0;0.2333183632653341
0;0.024650806793909283
0;0.009268433165331337
0;0.02219497553959345
0;0.014681494520537183
0;0.010307718057805903
0;0.010240893879584864
0;0.012402908453851249
0;0.026169684411232193
0;0.01260533106568963
0;0.012306787575520887
0;0.009318839524189963
0;0.016225361011158398
0;0.014928974891126955
0;0.17528032659073786
0;0.011909076769000602
0;0.011587629961126927
0;0.0664579518769746
0;0.022863639151571878
0;0.25187597474455686
0;0.026798973423900353
0;0.012061315164611314
0;0.018443333499996023
0;0.4277604740167118
1;0.44355282775644406
0;0.49098058886728524
0;0.08474827902002859
0;0.00720435468217066
0;0.019454309564257182
0;0.04420420645370149
0;0.035330375345348726
0;0.031006353060683237
1;0.5927969818294807
1;0.33433299756980744
1;0.2563894079908766
1;0.6024384439145557
0;0.010678554610558973
0;0.03228406395043108
0;0.010772236507159945
0;0.01187509045416804
0;0.048140695545085266
0;0.018291473977463845
0;0.039242254908301716
0;0.09430861826439692
0;0.010380804619637057
0;0.066292345353357
0;0.010483319352610833
0;0.010585012668091807
0;0.01572660566335008
0;0.05760913719990237
0;0.01985597173964138
1;0.18425463564352484
0;0.010577414258555531
0;0.007499171951028754
0;0.01362338473087861
0;0.07622980437712694
0;0.14133454237184642
0;0.0129443150687567
0;0.019531490339887516
0;0.05101583119472202
0;0.007437163267339274
0;0.017544803132475854
0;0.006686746272049612
0;0.01114196379577104
0;0.03690733732104431
0;0.008789646454357515
0;0.09925951284095579
0;0.011962125188400325
0;0.28975400961474523
0;0.056854047694777886
0;0.04392038952501538
0;0.009087839780860883
1;0.450813362808328
0;0.009388762931640302
0;0.02018515592975594
0;0.014873063986486449
0;0.00638787927843367
0;0.06978955060187031
1;0.41344414543939206
0;0.054832843340833395
0;0.012224892230347558
0;0.07992317237607006
0;0.044694700665981184
0;0.00867832264776086
0;0.012025242720167563
1;0.040611154978571956
0;0.027200146857701387
0;0.01885586556342626
0;0.009914977101620571
0;0.017699001387816223
0;0.040126304320992026
0;0.04450900150690849
0;0.14327061880020828
0;0.01489077309088628
0;0.011031665655377517
0;0.01476858570739302
0;0.2307418983397879
0;0.06820164984777097
0;0.008013591715814804
0;0.07687572931682474
0;0.04455197727011689
0;0.11208968316154218
1;0.09893949631311272
0;0.06068276189138699
0;0.010863495228781031
0;0.01571075249727875
0;0.03082461356014602
0;0.23917426578488396
0;0.010949732563417967
0;0.020635379753491053
0;0.03488548338816039
0;0.060398909869650026
0;0.014066140326278374
0;0.020179815101290355
0;0.14857426087140735
0;0.08451561471529272
0;0.0942314336314197
0;0.014257320569476527
0;0.01020751311168556
0;0.0580396470373246
0;0.0884649049574836
0;0.011391723959844455
1;0.6493026846216704
0;0.16605249628081845
0;0.009682655890579393
0;0.09304758614960047
0;0.012468869882781234
0;0.013177915140408983
0;0.024706556235568628
0;0.0272472475315552
0;0.14680939413228464
1;0.8522723216203667
0;0.017062676191016167
1;0.06828328101964094
0;0.024392429267427226
0;0.005303792354645009
0;0.009898395354181156
0;0.011618212901537093
0;0.06648089098345417
0;0.013682353857395803
0;0.4342165661525514
0;0.1955001046243882
0;0.0109648363341755
0;0.01763181343366081
0;0.04106262728904683
0;0.01027711579346905
0;0.035533472994820854
0;0.6927695620670496
0;0.009272868353726716
0;0.006678822426561364
0;0.02738405622959168
0;0.021736653266838973
0;0.011185168983373045
0;0.024520180925588633
0;0.03291859667170334
0;0.010710782315635556
0;0.03310677467771288
0;0.013364692270455369
0;0.04958672620088759
0;0.020827718764038217
0;0.023260987718384384
0;0.044043523802374925
0;0.0172045297028723
0;0.03308090668221012
0;0.031236622521299346
0;0.02981809459018919
0;0.010160936659440054
0;0.01337299969580341
0;0.01762520582172818
0;0.10642068865749735
1;0.021162337420252045
0;0.020910124128662225
0;0.018329606290994987
0;0.021325684168962605
0;0.024124491262724965
0;0.03305058267933527
1;0.013786978597056122
0;0.013540021490138297
0;0.08619514319717016
0;0.14964387859434042
0;0.10092673751532763
0;0.017749178015897385
0;0.05697029749061641
0;0.01762458504194856
0;0.01011604395292169
0;0.10020981700153603
0;0.033730994836372014
0;0.019189068003337792
0;0.012496677499847493
0;0.011198209704977796
0;0.04173348468315261
0;0.08375731490305027
0;0.022492494609604816
0;0.014635368180896523
0;0.009732181084935027
1;0.04061376214257877
0;0.017819103943565673
0;0.05174997492922222
0;0.014846417273287052
0;0.045268534568385026
0;0.026815212848299016
0;0.009048723216324366
0;0.0193582259765663
0;0.08255991144584807
0;0.015080178979487099
1;0.015153880388435759
0;0.012490958888608935
0;0.009784138386767047
0;0.014718120091276356
0;0.010909481756378389
0;0.14271611213539098
0;0.008520937255167798
0;0.025086903732209835
0;0.01125419877816041
0;0.011848608923125057
0;0.028937519440477334
0;0.033354561851814526
0;0.01785510855748746
0;0.015398549511645314
0;0.18761916607614856
0;0.07724140497013829
0;0.027386955254348515
0;0.012322491994784308
1;0.04094772212070443
0;0.01165330785295365
0;0.00976188483370394
0;0.018492119322046596
0;0.008168589348404282
0;0.008133343706738901
0;0.038463651044972756
0;0.005133324179285778
1;0.24631395279942633
0;0.06312773630868906
0;0.05245902777012646
0;0.041636005218544
0;0.09938353495577795
1;0.012599057423277901
0;0.0923171010002519
0;0.016700338008029638
0;0.05692361366301524
0;0.01281305009959117
0;0.012625269034684894
0;0.009478500421299102
0;0.3412312468660424
1;0.15123948995494402
0;0.09497357340719935
0;0.014512185070410294
0;0.008442969624638908
0;0.12360684769360317
0;0.030823847526726508
0;0.016354590907131872
0;0.009238031924392081
0;0.0143312920417404
0;0.055180590358095374
1;0.6168146795379423
0;0.008596115528602679
0;0.16913446877708352
0;0.19825534623211222
0;0.017265393905939615
0;0.017488365016249872
0;0.009976015310075047
0;0.010243771705402398
0;0.3672141568932447
0;0.03427650261663008
0;0.019098543410430522
0;0.09253211217797598
0;0.011167285137445072
0;0.014665483178555722
0;0.009866966642374507
0;0.027083987720594466
0;0.008790286409445968
0;0.009199563266841421
0;0.011783527968023589
0;0.0635718151343134
0;0.1692349305208305
0;0.008904496539660106
0;0.014873450642940367
0;0.00719094726877117
0;0.022043373503686046
0;0.010755879721296043
0;0.05122649195804545
0;0.01041527674785808
0;0.04601609726613517
1;0.16036956685274736
0;0.023222073761109276
0;0.037539735553202704
0;0.021414423000219462
0;0.019345444547768036
0;0.06690846433426512
0;0.010095205082659374
0;0.0976651214006063
0;0.05080120074756453
0;0.07689655216616671
0;0.03836939581181737
0;0.01623811017523759
0;0.13345408080690624
0;0.059943551582219846
0;0.18094804810978724
0;0.010175895779258199
0;0.05168447442497454
0;0.01595162408897954
0;0.009240005979212861
0;0.014469394505133756
0;0.3683074924841972
0;0.01607601524282166
0;0.03732448544387633
0;0.007904919924718708
0;0.017941260144994937
0;0.01361306982543725
0;0.1517147376214
0;0.2731863086186133
0;0.5138037053147266
0;0.016043904653324722
0;0.03006004609716675
0;0.08394110539290316
0;0.01891444953037322
0;0.03192520187679642
0;0.010465532916930661
0;0.01256485797954334
0;0.02424384700857141
0;0.041595648203750904
0;0.018167006591265085
0;0.018047974145946694
0;0.03022898711689286
0;0.013584493394400727
0;0.021642535408792973
0;0.0087612890420434
0;0.009750258865967138
0;0.017358840086733832
0;0.021841932594526086
1;0.03039628251186125
0;0.1980338561457971
0;0.006361805064734063
0;0.014847981001502883
0;0.01510725129675775
0;0.008447329463328487
0;0.4156042555080923
0;0.036009633114857637
0;0.01246656725133126
0;0.013367752106526484
0;0.014159401350431563
0;0.010056120753922516
0;0.025118150171131462
0;0.011618645680165822
0;0.010619472151742328
1;0.0786114626558555
0;0.02126277993036541
0;0.026175002609117596
0;0.04080969708898078
0;0.007621776069469264
0;0.027863269047453915
0;0.018499023846858333
0;0.022435391717752797
0;0.008513687502855917
0;0.026246169917831807
0;0.019993521725553236
0;0.0376317866920999
0;0.03461448687127075
0;0.01072856390703394
0;0.08440277617193426
1;0.7220370276473574
1;0.04358808244586651
0;0.06549296510706315
0;0.01306450449866042
0;0.01708877843950521
0;0.035401731335126
0;0.009583425674594939
0;0.015055090955914315
1;0.2014889302800495
0;0.012141763604167586
1;0.3261590982091404
0;0.029872025098709468
0;0.1060026832272387
0;0.02946118874160135
0;0.06840132421749225
0;0.008466778736800708
0;0.0389410724575432
0;0.009757876069657936
0;0.011977503661152914
0;0.05980773296981395
0;0.01208389421267924
1;0.30029208249714695
0;0.01479439554512839
0;0.026451335261738644
0;0.14080029990776416
0;0.05551290184989141
0;0.03060418382877202
0;0.28290474032371504
0;0.04113115908540176
0;0.04115305486426244
0;0.03859907410385701
0;0.009781904330669389
0;0.012868862732281989
0;0.02139276909172576
0;0.033157270501871006
0;0.054268547009638984
0;0.009895875720208702
0;0.012043101035560402
0;0.06033016575465575
0;0.2257416907121931
1;0.12702946244541732
0;0.011860778134498864
0;0.014572278396136621
0;0.04182050300909115
0;0.024899545786843585
0;0.010992260393949153
0;0.014786571120800462
0;0.010962989701491493
0;0.19469864074140256
0;0.009617030218337659
0;0.012917782812936476
0;0.07994416404838932
0;0.04823729955287674
0;0.030217905083277197
0;0.026532524186213945
0;0.10795033375524125
0;0.040408331838987274
0;0.01318639938325994
0;0.01916287165220251
0;0.0299477317087833
0;0.00916602911435166
0;0.1230914433100354
0;0.04956279606989465
0;0.04842336263641473
1;0.030659426816342684
0;0.01075394387838309
0;0.008273660454865852
0;0.04670023377258081
1;0.06106600196001068
0;0.38097710196868007
0;0.07817282744455739
0;0.12860084928441287
0;0.11729676624006596
0;0.03711473030315082
0;0.05794116807726573
0;0.014723057995305277
0;0.011863411130088762
0;0.016798996834138102
0;0.022096828795765567
0;0.018243757404724403
0;0.013943668008772685
0;0.04035295728405721
0;0.022103756443559934
0;0.035117067727343895
0;0.0236593838576056
0;0.019509308396000943
0;0.009319464089439537
0;0.047678330072196615
0;0.2134123092878942
0;0.802528869878704
0;0.02075723845378712
0;0.02878850338487869
0;0.009086967950969646
0;0.02109315751636821
0;0.06705970289834468
0;0.1401268529172489
0;0.022780590254503477
0;0.14484174337490086
0;0.1317617407068047
0;0.012397471588218075
0;0.013845159506760416
0;0.01215046333667552
1;0.5947291916884782
0;0.011904507892325843
0;0.03391621272615917
0;0.016157618157597392
0;0.006402077232797291
0;0.017089091343808743
0;0.010006609739260685
0;0.012875430269180442
0;0.01906821563016161
0;0.016364532519411345
0;0.0154597523300982
0;0.28261062342762217
0;0.03790059742705232
0;0.05216951368686653
0;0.018164430674897983
0;0.17979785397934392
0;0.23520521532456387
0;0.08528419329775813
0;0.008674814029975586
0;0.10239731455665424
0;0.06474356628459349
0;0.056522988578073835
0;0.1365649569827908
0;0.2603804219609118
1;0.29879384678503906
0;0.010996870096277218
0;0.007863437587553904
0;0.031217873251349
0;0.02745695949807859
0;0.02273318909715097
0;0.015687506834290557
0;0.008887219270426532
0;0.11384677675473076
0;0.017142088303538736
0;0.01889114254461253
0;0.016554890919539007
0;0.017117064034418376
0;0.01368500379012716
0;0.0718953506272367
0;0.027433289670166058
0;0.041961197327589336
0;0.02023199307738594
0;0.07683265098088139
0;0.014666182914536618
0;0.007658182364259719
1;0.017779136245754397
0;0.03594844989614109
0;0.10020640366631593
0;0.014102352772382904
0;0.04406744669754817
0;0.10973135736713789
0;0.034758140126648754
0;0.009088564786643247
0;0.045821691759640605
0;0.20194938199180965
0;0.008696788381552564
0;0.02004992171821122
0;0.03674269847618756
0;0.01256926678347009
0;0.04157521793187921
0;0.05512369704769618
0;0.03615498779281964
0;0.056266931410266265
0;0.009416324166478428
0;0.3354608370342823
0;0.016804945234524526
0;0.04631197314366866
0;0.07991948588597207
0;0.019221509074051093
0;0.05383945914611166
1;0.5044337743639041
0;0.007317932190243572
0;0.021726989578779277
0;0.1066344207537884
1;0.5164397801786151
0;0.009804636862707751
0;0.016877343550572747
0;0.017706536753052747
0;0.010424932069504216
0;0.04624696047193077
0;0.2815596125079214
0;0.02213576653319616
0;0.01106179243869383
0;0.02514628075201835
0;0.01593858563948556
0;0.008686850552385559
0;0.08437229682520771
0;0.009731732033431086
0;0.02101802150453919
0;0.024795710741589053
0;0.04588308091864185
0;0.013952221145886914
0;0.13598700452386198
0;0.028208547834836485
0;0.010692519424434568
0;0.0077547443902281936
0;0.036518577722365234
0;0.02596198194725824
0;0.06318006280885848
0;0.4726350628979221
0;0.017592708076524848
0;0.013476236231063277
0;0.16551488203052575
0;0.011973043676728728
0;0.07404083968287989
0;0.016137826165121324
0;0.027318791945412774
0;0.014864694942173627
0;0.05945213093016295
0;0.04121919451154143
0;0.108322685411847
0;0.07612174393561522
0;0.008467565952454145
0;0.07612174393561522
0;0.04098793983911475
0;0.0174867889261392
0;0.012844838322480217
0;0.011530791090284973
0;0.012002928166311653
0;0.056560750665293806
0;0.36425115218906906
0;0.11218943659639699
0;0.010076623055216144
0;0.008915445490144731
0;0.021295970980123015
0;0.026505299375061513
0;0.1461353393599181
0;0.020253731377446193
0;0.3736101936774756
0;0.015155666817731592
0;0.01978624636087181
0;0.03358789300182446
0;0.01229075188694471
0;0.024037082045354118
0;0.018062980844360713
0;0.016206718248402918
0;0.016718890730113293
0;0.01104811703159727
0;0.009252637408636884
0;0.011498095494335347
0;0.007920546101302644
0;0.014903716126616201
0;0.01836858107528716
0;0.038329340149527824
0;0.016475497449493767
0;0.014081140580919865
0;0.11171894274842953
1;0.6123865731963319
0;0.015542417163544046
0;0.010053300316251377
1;0.018578152242306356
0;0.025517091720556877
0;0.014291684087085163
0;0.009575441700544763
0;0.13306459910289906
0;0.009690098013663433
0;0.0071470605083914585
0;0.014595633391754173
0;0.01912894358475713
0;0.19412882865475917
0;0.011294204403462347
0;0.05542425731850246
0;0.02356448975706762
0;0.011708574642781163
0;0.01536455800275513
1;0.506838524874007
0;0.025255731025944184
0;0.008111583890994718
0;0.11826190891567079
0;0.07253482963607442
0;0.013385345484277982
0;0.03194534450309431
0;0.0850574208933647
0;0.01790260659975832
0;0.02536202132303461
0;0.007964154722675911
0;0.018468122735140945
0;0.09931770240981805
1;0.21515832513704392
0;0.04256023299175695
0;0.017901383745555048
0;0.6855295073410645
1;0.3140083333991569
0;0.01395232885502337
0;0.018862763589412742
0;0.018595744704279556
0;0.012305128990020228
0;0.22118529675039506
0;0.03138384119408118
1;0.017137235987278118
0;0.022202030953831237
0;0.025397856438154585
0;0.010760228029935964
0;0.023862176975694715
0;0.014146349230162279
0;0.06334464552766868
0;0.009414688321651777
0;0.21871234139003584
0;0.021163822919183835
1;0.20140174499721616
0;0.013687440720535064
0;0.045194596596878245
0;0.03477328784828909
0;0.03626592590921247
0;0.1428067249691401
0;0.010070262536296488
0;0.7489204860164805
0;0.03702302874970012
0;0.05638878492087294
0;0.02099913058732803
1;0.02660858529640264
0;0.028679600991610515
0;0.050716620801595905
0;0.056061098167054735
0;0.013293151021694422
0;0.05535867572959229
0;0.011388429236383953
0;0.019419850649189628
0;0.01429774798211206
0;0.11444137338600459
0;0.034507804621369105
1;0.13815659471539588
1;0.14820180024379323
0;0.009420871024563416
0;0.017378528158602226
0;0.034529826542493106
0;0.010785476312276637
0;0.02053438946625897
0;0.00939149803545842
0;0.424112864367921
0;0.049517229545468194
0;0.08669019259196924
0;0.03387583191567771
0;0.020083347115438525
0;0.010361636060369436
0;0.027284612165485177
0;0.04670122749808962
0;0.005738529800281748
0;0.012003613782785782
0;0.014859054368619345
0;0.029513929601935333
1;0.10547238276207485
0;0.2515017789919295
0;0.02056749273486446
0;0.010865633345610994
1;0.027078886547092947
0;0.08684209718276345
0;0.018163804928811936
0;0.03089847812903057
0;0.03489520506216789
0;0.0078094140605622885
0;0.047783239329086714
1;0.03187370329743709
0;0.29179387934413537
0;0.0307090799293856
0;0.02899812089304948
0;0.022677333527077646
0;0.0094169905769432
0;0.01526595043682147
0;0.02675527240401692
0;0.011880021164595033
0;0.027312432555269404
0;0.02419403559626904
0;0.012187583677622679
0;0.011516317625875508
0;0.049926356466152705
0;0.00835698029343116
0;0.037595375674948944
0;0.006385893573277521
0;0.03352444143607983
0;0.007970108447862945
0;0.008696312078790184
0;0.07760369071773146
0;0.032134184446881854
0;0.05250100503279556
0;0.020196883255776676
0;0.10238000880493298
0;0.006118894192768557
0;0.029783550151334943
0;0.015986212302599622
0;0.04472452692924479
0;0.04722006525531169
0;0.1450719791012062
0;0.02287717179787996
0;0.01538477264034425
0;0.04725348480297715
0;0.053619383246897155
0;0.03066165015862172
0;0.030118858207603152
0;0.05704257763581092
0;0.010437065461831601
0;0.014285993138952112
0;0.010925423185059995
0;0.017500793125321313
0;0.03281537244743723
0;0.0181357267879629
0;0.03318897317958023
0;0.03901756580344146
0;0.013123130676480037
0;0.011112873208088004
0;0.012466475042464913
0;0.006920651090472568
0;0.013111447501424163
0;0.03191429200776687
0;0.010783704656013077
1;0.4713191948462308
0;0.06688261381272656
0;0.01752380001293722
0;0.01839321164786979
0;0.014025429864809877
0;0.016479691729151428
0;0.02746324441357693
0;0.05766329155489104
0;0.008190496935530337
1;0.14767294360597083
0;0.028183559861865104
0;0.010943932275923758
0;0.011643264821290605
0;0.04948986989086827
0;0.28833123379763126
0;0.014546965747442969
0;0.04303771643077479
0;0.007647481506388344
0;0.0410824993975252
0;0.00985789415881671
0;0.009166848190939055
1;0.5981272057675808
0;0.014719072567003196
1;0.19588649636763827
0;0.019013775479958705
1;0.051483567001545
1;0.785563222434564
0;0.02012683551126033
0;0.017391825342318975
0;0.022207166720877074
0;0.027377707265239633
0;0.008884649527010102
0;0.010644939828326925
0;0.08048823137612586
0;0.03414580661177294
0;0.029303820388726073
0;0.0106481033684625
0;0.022491928320937167
0;0.031085030901104434
0;0.026197545960736215
0;0.018037284044170925
0;0.013015124152896566
0;0.008676714279503048
0;0.017096801651922434
0;0.04433457269397412
0;0.1837932711432247
0;0.011135023002174465
0;0.054010153158846205
0;0.013866889027016882
0;0.01926098813437314
0;0.06235359399360441
0;0.2988701846625887
0;0.02074597524333128
0;0.010514742364600387
0;0.009498470304595821
0;0.04264754927586313
0;0.022911455204591577
0;0.02829894695642734
0;0.011840279412419516
0;0.03605119433492306
0;0.07667897087504563
0;0.016232610514071766
0;0.0438369100407647
0;0.2453058072769816
0;0.12389992270872723
1;0.12624817997183507
0;0.020056965314497483
0;0.0821190334778206
0;0.014839260434696702
0;0.015498259628159336
0;0.07634263218806978
0;0.018131066264197238
0;0.0614440843445096
0;0.12106071545847864
0;0.07143789536789552
0;0.01340846857989176
0;0.020639396914231223
0;0.009412750540121211
0;0.05568623921220666
0;0.0069360011047586104
0;0.03294579841850954
0;0.00848292539028622
0;0.0882400905314554
0;0.031631535962804457
0;0.010572191789832992
0;0.07012112719144396
0;0.2241481607700558
0;0.16864619967750194
0;0.015723886323550762
0;0.012965985745962659
0;0.04222535853175462
0;0.01800351458312881
0;0.036886191743460896
0;0.019973542461411364
0;0.013033926406168277
0;0.01206322769043866
0;0.06695166122014977
0;0.006485225794737828
0;0.013473198264510254
0;0.023955374663809
0;0.04017706948501726
0;0.12025953325457268
0;0.06953539324444521
0;0.08131808899479659
0;0.048087252381010887
0;0.010967775111164677
0;0.0231292051812497
0;0.015578233507277973
0;0.0628295575326363
0;0.007724811909146916
0;0.06362109877949011
0;0.039821482993566575
0;0.220302532758509
0;0.056452530726586805
0;0.011690889139514764
0;0.053491330066669736
0;0.015139608086823105
1;0.3162910627123625
0;0.013514785961174338
0;0.0288225326735546
0;0.009975336895076712
0;0.016024056099483142
0;0.01013691090810033
0;0.007872449111872584
0;0.026076138611140273
1;0.6410343900165526
1;0.5570929005108809
0;0.01270370164259878
0;0.02358632593687012
0;0.02693896380800766
0;0.011846061942447646
0;0.019162117891895983
0;0.020899885378707864
0;0.01827915546099599
0;0.008746703544863649
0;0.09868509203242991
0;0.01414528567132774
0;0.020227688221619286
0;0.014588184573567052
0;0.0077376027356484255
0;0.013100848625832676
0;0.16120866296033318
0;0.009411625876568604
0;0.08929638304970389
1;0.0350323760280467
0;0.026811666812866355
0;0.029236719872361937
0;0.0313347582873487
0;0.06344179175984099
0;0.04846137403012836
0;0.13985348564274033
0;0.055689445282299486
0;0.01252591926943538
0;0.0077884147746052545
0;0.04423267796414134
0;0.00896432821038378
0;0.01150154500390913
0;0.017972212235218818
0;0.023510587840911777
0;0.3098107722855263
0;0.1242758061622205
0;0.011062352117064545
0;0.012295158213889129
0;0.059862671260466294
0;0.10049482084951425
0;0.034242973480839524
0;0.012438202309544517
0;0.015035667673258616
0;0.023027219115005562
0;0.1310873362351333
0;0.011162388612263633
0;0.01576090998006248
0;0.046710026414244606
0;0.05661403849482823
0;0.03198914045794519
0;0.010796230552817563
0;0.12139406945989084
0;0.04041637685974956
0;0.016895574194503844
0;0.012847930931789093
0;0.01586496152933718
0;0.015372318354690941
0;0.6232190327910774
0;0.01050852328286429
0;0.02510853608763359
0;0.01791839573695311
0;0.016514312130766318
0;0.009471489995977377
0;0.1373712020423714
0;0.020844477762035393
0;0.02454214656640262
0;0.052402573849793424
0;0.011450214460918817
0;0.05833977996660957
0;0.03236297343859435
0;0.3597712902034679
0;0.3607568282130799
0;0.026171448851175363
0;0.0212140223809218
0;0.02078030939702878
0;0.00851952013709215
0;0.04340653574298861
0;0.03480298525772373
0;0.008008434260380178
0;0.01932017276726775
0;0.013029533613613111
1;0.04267355850850777
0;0.03153812307692265
0;0.02909575089975998
0;0.01559148319479013
0;0.01084766217941893
1;0.08526311014086933
0;0.009469249850625765
0;0.06848867465100968
0;0.03628187227954563
1;0.012053412765700168
0;0.022096833552792492
0;0.007580473608417823
0;0.15175068007780887
0;0.011416973365956859
1;0.05151889091568979
0;0.0225396784636868
0;0.020122052106524315
0;0.013049598459461473
0;0.02019311180395265
0;0.04855368847790307
0;0.061856439890244336
0;0.013663963452196677
0;0.006215684562640608
0;0.016459891160744453
0;0.010680563996710975
0;0.03597769501988766
0;0.017663525042364705
0;0.02314341133254545
0;0.11286402796803836
0;0.06022349034664553
0;0.010468349003383571
0;0.010865806173416245
0;0.11251770643662705
0;0.030698137827318502
0;0.048828966275466845
0;0.38010867252934216
0;0.018382645666319784
0;0.07215378788786325
0;0.030790830965314635
0;0.020568637642126034
0;0.015423049929646715
1;0.023364675375710686
0;0.02156673936547842
1;0.29658967678524806
0;0.01629874548322711
0;0.017715688324909853
0;0.03283737375059562
0;0.4155769677257494
0;0.08214926292072681
0;0.014610577262512319
0;0.05662375469903844
1;0.5487352778624243
0;0.012926404689364665
0;0.03137750987192049
0;0.009811666269061145
0;0.020454119804390984
0;0.019570563470754566
0;0.1424691108985811
0;0.00957912422574129
1;0.08305038324030573
0;0.024231455004605343
0;0.020233503887938643
0;0.22924187954189637
0;0.022126906099295744
0;0.19970320111453058
1;0.051677924965492956
0;0.01652336907700713
0;0.008590259232957483
1;0.15781219746542666
0;0.06517481218170874
0;0.06127686959982579
1;0.7478861381553816
0;0.028456805734661722
1;0.11921681200731936
0;0.014898916720044434
0;0.012169761267772252
0;0.021375520163352122
0;0.03245740659488949
0;0.05789980982695582
0;0.02002875336786335
0;0.01092670131020313
0;0.017817358576810393
0;0.01738168065725202
0;0.014259864193816203
0;0.009161152290904367
0;0.009562922548359129
0;0.010255142561679977
