tariff_id;credit_sum;monthly_income;open_account_flg
1_1;16707.0;29000.0;0
1_1;60319.0;40000.0;0
1_1;40979.0;70000.0;0
1_1;5039.0;25000.0;1
1_32;20231.0;55000.0;0
1_5;47990.0;60000.0;0
1_6;7106.0;35000.0;0
1_3;18328.41;40000.0;0
1_16;24803.0;45000.0;0
1_32;23815.0;75000.0;0
1_6;20564.44;35000.0;0
1_43;15960.0;30600.0;0
1_1;5539.0;21000.0;0
1_1;12586.0;27000.0;0
1_1;28289.0;115000.0;1
1_4;12990.0;25000.0;0
1_5;25649.0;30000.0;0
1_4;38789.0;75000.0;0
1_1;68489.0;40000.0;0
1_6;32539.0;65000.0;1
1_1;11718.0;15000.0;0
1_6;16535.0;25000.0;0
1_1;7022.36;20000.0;1
1_6;68660.0;40000.0;0
1_1;15583.0;25000.0;0
1_1;26176.0;30000.0;0
1_6;53189.0;35000.0;0
1_43;29538.0;50000.0;0
1_6;25879.0;50000.0;0
1_3;23088.0;45000.0;1
1_1;15339.0;50000.0;0
1_1;53689.0;25000.0;0
1_1;22518.0;25000.0;1
1_1;48857.0;45000.0;0
1_32;17544.0;38000.0;1
1_1;34868.0;37000.0;0
1_1;20410.0;35000.0;1
1_32;27904.0;40000.0;0
1_1;14589.0;20000.0;1
1_32;23283.0;50000.0;1
1_6;18990.0;25000.0;0
1_19;16183.8;30000.0;0
1_17;31500.0;40000.0;0
1_6;47178.0;30000.0;0
1_1;10689.0;19000.0;0
1_1;12019.0;30000.0;0
1_4;49907.0;50000.0;0
1_6;47578.0;30000.0;0
1_16;21141.0;27000.0;0
1_32;25293.33;30000.0;1
1_4;41120.0;119500.0;0
1_32;16795.0;29000.0;0
1_1;66858.0;100000.0;1
1_1;13968.0;45000.0;0
1_32;25450.0;25000.0;1
1_6;14108.0;25000.0;0
1_1;20215.0;40000.0;0
1_6;13960.0;17000.0;0
1_7;8678.0;15000.0;0
1_1;82559.0;80000.0;0
1_4;16586.0;25000.0;0
1_1;23094.2;20000.0;0
1_6;26738.0;30000.0;0
1_1;72359.0;20000.0;1
1_4;14228.0;30000.0;0
1_6;39990.0;47500.0;0
1_1;55790.0;70000.0;1
1_6;15419.0;25000.0;0
1_6;26989.0;24800.0;1
1_1;47977.0;37000.0;0
1_44;73389.0;100000.0;1
1_6;26338.0;50000.0;0
1_4;15109.0;25000.0;0
1_6;15768.1;33000.0;0
1_6;20287.0;50000.0;0
1_16;22482.0;15000.0;1
1_5;20990.0;25000.0;0
1_16;52287.0;60000.0;0
1_1;22828.0;47000.0;0
1_1;6424.47;17000.0;1
1_6;44989.0;90000.0;0
1_1;15617.0;20000.0;0
1_6;54379.0;40000.0;0
1_1;16464.44;35000.0;0
1_1;16339.0;25000.0;0
1_6;15730.0;72000.0;0
1_6;11039.0;10000.0;0
1_1;22517.0;70000.0;1
1_1;13969.0;20000.0;0
1_6;68679.0;50000.0;0
1_6;16622.36;50000.0;1
1_1;34868.0;50000.0;0
1_7;50668.0;53000.0;0
1_1;15057.0;12000.0;1
1_1;40588.0;32000.0;0
1_6;18476.14;14000.0;0
1_9;11929.0;65000.0;0
1_22;64791.0;30000.0;0
1_32;37233.33;50000.0;1
1_32;23816.67;60000.0;1
1_1;49568.0;80000.0;0
1_5;27045.0;25000.0;0
1_6;30559.0;20000.0;0
1_6;19539.0;50000.0;0
1_1;68455.0;60000.0;0
1_1;37838.0;25000.0;0
1_1;55377.0;38000.0;0
1_17;20664.0;40000.0;0
1_4;42479.0;50000.0;0
1_1;64578.0;90000.0;0
1_1;38568.0;30000.0;1
1_1;12137.0;54000.0;1
1_0;18680.0;35000.0;0
1_4;7170.0;35000.0;0
1_1;66275.0;40000.0;0
1_4;13728.0;20000.0;1
1_1;14618.0;60000.0;1
1_4;21591.0;55500.0;1
1_1;30300.0;60000.0;0
1_3;18712.0;60000.0;0
1_21;12834.0;35000.0;0
1_9;11864.0;75000.0;0
1_6;11673.0;30000.0;0
1_5;23391.0;50000.0;0
1_6;35009.76;30000.0;0
1_9;55005.0;30000.0;0
1_1;13918.0;50000.0;0
1_1;11073.0;20000.0;1
1_1;17878.0;30000.0;1
1_19;24526.8;28000.0;0
1_1;64168.0;70000.0;0
1_4;10360.0;17000.0;0
1_16;47583.0;20000.0;0
1_1;16019.0;22000.0;0
1_1;39990.0;60000.0;0
1_6;14039.0;40000.0;0
1_6;32990.0;50000.0;0
1_9;14338.0;53000.0;1
1_1;28289.0;50000.0;0
1_6;34997.0;25000.0;1
1_32;15713.0;20000.0;1
1_1;43837.0;60000.0;0
1_32;27503.0;32000.0;1
1_6;41447.0;66000.0;0
1_9;17984.32;32000.0;0
1_1;6429.0;20000.0;0
1_32;26210.0;40000.0;0
1_9;31766.0;40000.0;0
1_9;28280.0;20000.0;0
1_1;18314.13;15000.0;1
1_6;18528.0;55000.0;0
1_1;31577.0;40000.0;1
1_1;9413.0;23000.0;0
1_1;14708.0;22000.0;0
1_4;8870.0;28500.0;0
1_1;21970.0;26000.0;0
1_32;21030.0;25000.0;0
1_6;10936.59;40000.0;1
1_1;12419.0;60000.0;0
1_1;10146.59;35000.0;1
1_1;36968.0;35000.0;0
1_1;28957.0;30000.0;1
1_6;34729.1;65000.0;0
1_6;42377.0;70000.0;1
1_9;16990.0;45000.0;0
1_4;68489.0;55000.0;0
1_4;57597.0;50000.0;1
1_4;12960.0;38000.0;1
1_32;15634.0;45000.0;1
1_1;13798.89;80000.0;0
1_43;18179.0;18000.0;0
1_1;8326.0;66400.0;0
1_1;18320.0;22000.0;0
1_6;20420.0;22752.0;0
1_5;55790.0;55000.0;0
1_1;27108.0;42000.0;1
1_1;20459.0;30000.0;0
1_6;15348.0;40000.0;0
1_1;6739.0;33200.0;1
1_6;18311.11;35000.0;0
1_4;47990.0;85000.0;1
1_1;40279.0;49000.0;0
1_6;34406.82;32000.0;1
1_43;15389.0;38200.0;0
1_1;29980.0;23000.0;0
1_1;22918.0;42000.0;0
1_6;12238.0;30000.0;0
1_1;19998.0;29400.0;0
1_1;12269.0;35000.0;0
1_16;14391.0;35000.0;1
1_32;17874.0;45000.0;0
1_21;46161.9;37000.0;0
1_1;34230.0;30000.0;0
1_6;11629.0;25000.0;1
1_1;20864.0;19000.0;1
1_6;22518.0;25000.0;0
1_5;31990.0;30000.0;0
1_1;17078.0;17000.0;0
1_6;12649.0;20000.0;0
1_5;72600.0;80000.0;0
1_1;21217.0;40000.0;0
1_6;46077.0;39854.0;0
1_1;13250.0;15000.0;0
1_0;22951.8;30000.0;0
1_6;84578.0;70000.0;0
1_1;4990.0;22000.0;1
1_6;13919.0;20000.0;0
1_6;14908.0;20000.0;0
1_9;41823.0;40000.0;0
1_6;11539.0;20000.0;0
1_1;26529.0;80000.0;0
1_1;21388.0;35000.0;0
1_3;23980.0;70000.0;0
1_1;15908.0;37000.0;0
1_1;22779.0;50000.0;0
1_2;18990.0;35000.0;0
1_1;21369.0;20000.0;0
1_6;15539.0;95800.0;0
1_32;17410.0;25000.0;1
1_6;12659.0;60000.0;0
1_5;11033.1;30000.0;0
1_6;28169.0;28000.0;0
1_1;15058.0;30000.0;0
1_1;13990.0;40000.0;0
1_1;58789.0;50000.0;0
1_1;14286.0;30000.0;0
1_1;14118.0;20000.0;0
1_16;30492.0;50000.0;0
1_1;19770.0;20000.0;0
1_1;47177.0;92000.0;1
1_6;15080.0;30000.0;0
1_4;13746.0;50000.0;0
1_1;12529.0;30000.0;0
1_1;16808.0;16000.0;0
1_4;17545.45;34000.0;0
1_1;26738.0;34800.0;0
1_1;19888.0;70000.0;0
1_3;11370.0;60000.0;1
1_6;18119.0;30000.0;0
1_1;17050.0;27000.0;0
1_32;15501.0;45000.0;1
1_6;18065.91;50000.0;0
1_6;8029.0;18000.0;0
1_1;14190.0;30000.0;0
1_4;16829.0;50000.0;0
1_1;47990.0;100000.0;0
1_5;23358.0;15000.0;0
1_1;53189.0;65000.0;0
1_32;21088.89;45000.0;1
1_6;14799.0;30000.0;0
1_4;16961.0;70000.0;1
1_1;9980.0;48000.0;0
1_1;30658.0;45000.0;0
1_1;13159.0;37000.0;1
1_6;76359.0;50000.0;1
1_1;28587.0;64000.0;1
1_44;3180.0;67000.0;0
1_6;25218.0;95000.0;1
1_4;39895.0;100000.0;0
1_1;40108.0;27000.0;1
1_16;21708.0;16000.0;0
1_6;24878.0;27000.0;0
1_4;15588.0;25000.0;0
1_1;14538.0;17000.0;0
1_5;38092.0;40000.0;0
1_1;15680.0;16000.0;0
1_19;15381.9;12000.0;0
1_1;58988.0;40000.0;0
1_5;9190.0;20000.0;0
1_1;39990.0;45000.0;1
1_6;12368.0;20000.0;0
1_1;68489.0;82000.0;0
1_1;59803.0;70000.0;0
1_1;8589.0;40000.0;0
1_6;16459.0;25000.0;0
1_1;9997.0;15000.0;1
1_32;15713.0;14000.0;0
1_6;12142.0;20000.0;0
1_1;15067.0;30000.0;0
1_6;48547.0;150000.0;0
1_32;22486.0;18000.0;0
1_4;9266.0;19500.0;0
1_5;11583.0;30000.0;0
1_1;19990.0;50000.0;0
1_9;18990.0;25000.0;0
1_32;18390.0;30000.0;1
1_32;24246.0;21450.0;1
1_5;22990.0;70000.0;1
1_6;12014.77;25000.0;0
1_5;11490.0;120000.0;0
1_1;15977.78;75000.0;0
1_4;15977.0;90000.0;0
1_6;23567.05;40000.0;0
1_2;31491.0;27000.0;0
1_32;25228.0;50000.0;0
1_6;25039.0;60000.0;0
1_5;21608.0;35000.0;0
1_1;11752.94;40000.0;0
1_19;34457.4;30000.0;0
1_32;19043.0;19000.0;0
1_1;24309.0;50000.0;0
1_44;51580.0;38000.0;0
1_6;7716.67;15000.0;0
1_6;27079.0;40000.0;0
1_1;42218.0;50000.0;1
1_1;15858.0;15000.0;0
1_32;16892.0;36000.0;1
1_1;48568.0;40000.0;0
1_1;26886.0;40000.0;0
1_6;45588.0;26000.0;0
1_0;16370.0;25000.0;0
1_32;17471.0;31000.0;0
1_23;28791.0;45000.0;0
1_1;12728.0;40000.0;0
1_1;17780.0;30000.0;0
1_1;12809.0;40000.0;0
1_6;15058.0;20000.0;0
1_6;54778.0;70000.0;0
1_1;8979.0;24000.0;0
1_1;11180.0;80000.0;0
1_1;20619.0;25000.0;0
1_6;13808.89;21300.0;0
1_16;48672.0;24000.0;0
1_1;14968.0;25700.0;0
1_4;28968.0;20000.0;0
1_1;45459.0;60000.0;0
1_1;30782.95;40000.0;1
1_32;18977.0;20000.0;0
1_6;24099.0;50000.0;0
1_6;30043.0;28700.0;0
1_6;16678.0;30000.0;0
1_1;15473.1;17000.0;0
1_1;6159.0;17000.0;1
1_1;17178.0;24200.0;1
1_91;37298.0;55000.0;0
1_6;29869.0;55000.0;0
1_4;26185.0;58000.0;0
1_43;20078.0;18000.0;0
1_6;16708.0;20000.0;0
1_1;3129.0;20000.0;1
1_4;15384.0;40000.0;0
1_43;19678.0;35000.0;0
1_6;23187.78;90000.0;0
1_4;36990.0;30000.0;0
1_1;28157.95;25000.0;0
1_16;18423.0;30000.0;0
1_1;9949.0;20000.0;0
1_5;45596.7;60000.0;0
1_6;31990.0;45000.0;0
1_1;11539.0;40000.0;0
1_3;29340.0;55000.0;0
1_1;58489.0;30000.0;0
1_4;28479.0;32000.0;1
1_9;27460.0;12500.0;0
1_6;44289.0;31000.0;0
1_43;8131.11;22000.0;0
1_6;34168.0;38000.0;0
1_6;29868.0;24000.0;0
1_6;67989.0;90000.0;0
1_1;5470.0;20000.0;1
1_32;27540.0;40000.0;1
1_6;27229.0;23000.0;0
1_1;16838.64;47000.0;1
1_1;10369.0;50000.0;0
1_1;19990.0;50000.0;0
1_6;76559.0;50000.0;1
1_6;16508.0;23500.0;1
1_1;55990.0;50000.0;1
1_1;23208.0;20000.0;1
1_1;33519.0;45000.0;0
1_3;62468.0;200000.0;1
1_6;28917.05;28000.0;0
1_6;12422.22;23000.0;0
1_6;10490.0;80000.0;0
1_32;15901.0;15000.0;1
1_32;18844.0;40000.0;0
1_6;23018.0;30000.0;0
1_1;9069.0;15000.0;1
1_6;11280.0;41200.0;1
1_6;13805.0;60000.0;0
1_1;7819.0;35000.0;0
1_32;21334.0;65000.0;1
1_24;24291.9;20000.0;0
1_1;58068.0;35000.0;0
1_1;10480.0;35000.0;0
1_1;15628.0;20000.0;0
1_6;27588.0;38000.0;0
1_32;24101.11;45000.0;0
1_1;27368.0;50000.0;0
1_6;12160.0;30000.0;0
1_1;9107.0;15000.0;0
1_1;25208.0;35000.0;0
1_1;9989.0;45000.0;0
1_1;21358.0;100000.0;0
1_6;15419.0;60000.0;0
1_6;42289.0;80000.0;0
1_4;16969.0;25000.0;0
1_1;16167.0;70000.0;0
1_6;79078.0;70000.0;0
1_1;49258.0;30000.0;1
1_6;27497.73;35000.0;0
1_1;61990.0;60000.0;0
1_1;50990.0;28000.0;0
1_1;9988.89;26000.0;1
1_1;20487.0;67000.0;0
1_1;16286.67;23000.0;0
1_1;12582.0;24000.0;0
1_1;9818.0;8000.0;0
1_1;14009.0;30000.0;0
1_1;13608.0;38500.0;0
1_43;23069.0;30000.0;0
1_6;11629.0;13000.0;0
1_43;12414.89;35000.0;0
1_6;35990.0;50000.0;0
1_1;59869.0;100000.0;0
1_4;17990.0;45000.0;0
1_1;22769.0;25000.0;0
1_6;54688.0;30000.0;0
1_6;67970.0;95000.0;1
1_1;15809.0;25000.0;0
1_1;23239.0;41500.0;1
1_1;23808.0;18000.0;0
1_1;32351.14;33000.0;0
1_1;11629.0;40000.0;0
1_1;9021.28;60000.0;1
1_5;13960.0;48000.0;1
1_32;16089.0;25000.0;0
1_1;83389.0;60000.0;0
1_1;21953.33;30000.0;0
1_1;13928.0;25000.0;1
1_6;17319.0;15000.0;0
1_1;58979.0;60000.0;0
1_1;19270.0;50000.0;0
1_6;73678.0;35000.0;0
1_6;13618.0;35000.0;1
1_4;30568.0;25000.0;0
1_6;20691.0;50000.0;0
1_3;25978.0;30000.0;0
1_1;13619.0;35000.0;0
1_1;14759.0;15000.0;0
1_6;16018.0;30000.0;0
1_9;39031.0;56000.0;0
1_17;15732.0;27000.0;0
1_9;51680.0;45000.0;0
1_6;14618.0;15800.0;1
1_1;22018.0;25000.0;0
1_1;5987.06;13500.0;0
1_1;30070.0;16000.0;0
1_44;59717.0;35000.0;0
1_9;17091.0;50000.0;0
1_6;12629.0;27000.0;0
1_1;42588.0;90000.0;0
1_1;57037.0;75000.0;0
1_6;50369.0;100000.0;0
1_6;10560.0;15000.0;0
1_32;18115.0;25000.0;1
1_6;19780.68;48000.0;1
1_1;5280.0;30000.0;1
1_5;5990.0;45000.0;0
1_1;27828.0;50000.0;0
1_0;67070.0;60000.0;0
1_6;26089.0;55000.0;0
1_1;20443.18;35000.0;0
1_9;13935.9;35000.0;0
1_1;15269.0;30000.0;0
1_9;5726.0;15000.0;0
1_4;20878.0;41200.0;0
1_2;15233.6;40000.0;0
1_1;53189.0;50000.0;0
1_32;38851.0;25000.0;0
1_6;40289.0;50000.0;0
1_4;16768.0;27000.0;0
1_2;45882.0;170000.0;0
1_9;14936.0;26000.0;0
1_21;29469.0;44000.0;0
1_1;9298.1;47000.0;0
1_0;21970.0;25000.0;0
1_1;16218.0;45000.0;0
1_5;17686.0;25000.0;0
1_9;35080.0;18000.0;0
1_1;41227.0;40000.0;1
1_1;35359.0;25000.0;1
1_5;11768.0;15000.0;0
1_4;10591.0;35000.0;0
1_3;25512.0;45000.0;1
1_6;17019.0;25000.0;0
1_32;17821.0;30000.0;0
1_1;27734.09;22000.0;1
1_1;10689.0;40000.0;1
1_6;44389.0;45000.0;0
1_16;51291.0;40000.0;0
1_6;24919.1;35000.0;0
1_1;16721.11;20000.0;0
1_16;70633.0;24000.0;0
1_4;21590.0;45000.0;0
1_4;13490.0;21000.0;0
1_32;40678.0;30000.0;0
1_32;15463.0;15000.0;0
1_1;13507.0;30000.0;0
1_19;24688.8;70000.0;0
1_6;11990.0;50000.0;0
1_4;13860.0;45000.0;0
1_2;58203.0;50700.0;0
1_6;43588.0;35000.0;0
1_1;39329.0;35000.0;0
1_32;16394.0;15000.0;0
1_1;10560.0;25000.0;0
1_1;9906.82;30000.0;0
1_32;15644.0;20000.0;0
1_6;27179.0;45000.0;0
1_16;36891.0;24000.0;0
1_21;56693.7;70000.0;0
1_44;23749.0;72600.0;0
1_16;34722.0;12000.0;0
1_1;14069.0;40000.0;0
1_3;23505.0;28000.0;0
1_1;28879.0;42000.0;0
1_1;43590.0;90000.0;0
1_4;10490.0;46000.0;0
1_44;62479.0;30000.0;1
1_1;14647.0;27000.0;1
1_6;13931.82;25000.0;0
1_6;13419.0;30000.0;0
1_1;5830.0;70000.0;0
1_1;48489.0;35000.0;0
1_43;12369.0;40000.0;0
1_1;16958.0;15000.0;0
1_6;13679.0;30000.0;0
1_1;17635.29;42000.0;1
1_1;18369.0;34000.0;0
1_44;74379.0;45000.0;1
1_19;19431.9;70000.0;0
1_3;19269.0;60000.0;0
1_1;28289.0;25000.0;0
1_1;15539.0;35000.0;0
1_5;8990.0;35000.0;0
1_6;49578.0;50000.0;0
1_1;13990.0;40000.0;0
1_1;15408.0;50000.0;1
1_1;10619.0;35000.0;0
1_2;52799.4;33000.0;0
1_32;20445.0;40000.0;0
1_5;35180.0;40000.0;0
1_6;48989.0;50000.0;0
1_1;25018.0;40000.0;0
1_43;8528.0;30000.0;0
1_4;36368.0;75000.0;0
1_2;28792.0;50000.0;0
1_1;21268.0;48000.0;0
1_9;36990.0;35000.0;0
1_3;16808.0;10000.0;0
1_44;31749.0;25000.0;0
1_1;46990.0;75000.0;0
1_1;55579.0;87500.0;0
1_6;28548.0;35000.0;0
1_4;38691.0;80000.0;0
1_32;24727.0;30000.0;1
1_1;58419.0;45000.0;0
1_4;21270.0;30000.0;0
1_1;18298.0;15000.0;0
1_32;24270.0;35000.0;0
1_1;14761.36;23000.0;0
1_32;23485.0;40000.0;0
1_1;23910.0;45000.0;0
1_4;29490.0;60000.0;0
1_6;54688.0;31000.0;0
1_6;32488.0;35000.0;0
1_32;15668.0;45000.0;0
1_3;13535.0;65000.0;0
1_1;17458.0;23000.0;0
1_44;52378.0;30000.0;0
1_6;54979.0;45000.0;0
1_1;24079.0;40000.0;1
1_6;28388.0;35000.0;0
1_6;18959.0;27000.0;0
1_9;17179.0;70000.0;0
1_6;27089.0;25000.0;0
1_6;10052.0;45000.0;1
1_0;31990.0;60000.0;0
1_23;31491.0;42000.0;0
1_1;26698.0;25000.0;0
1_1;47569.0;35000.0;0
1_1;18578.0;23000.0;0
1_3;10292.0;33000.0;0
1_6;21319.0;25000.0;1
1_6;14180.0;20000.0;0
1_6;7640.0;30000.0;0
1_4;33968.0;40000.0;0
1_1;20570.0;27000.0;0
1_1;13458.0;60000.0;0
1_1;5327.0;19000.0;0
1_1;19767.0;28000.0;0
1_5;16020.0;57500.0;0
1_4;16639.0;18000.0;0
1_32;34134.0;13000.0;1
1_6;46218.1;45000.0;0
1_6;23490.0;25000.0;0
1_1;16429.0;35000.0;0
1_1;44879.0;70000.0;0
1_1;12174.0;45000.0;0
1_6;27379.0;27000.0;0
1_43;24873.86;25000.0;0
1_1;8454.44;27000.0;0
1_1;68989.0;60000.0;0
1_6;15355.56;45000.0;0
1_1;21475.0;18000.0;0
1_5;6893.62;15000.0;0
1_1;17717.0;25000.0;0
1_5;59391.0;60000.0;0
1_1;12643.33;30000.0;0
1_6;15798.82;40000.0;1
1_1;19990.0;40000.0;0
1_1;72877.0;50000.0;0
1_1;23925.0;47000.0;0
1_1;28003.41;20000.0;0
1_6;7988.0;25000.0;0
1_6;13309.0;20000.0;0
1_44;25586.0;35000.0;0
1_1;17631.11;35000.0;1
1_32;26885.88;27000.0;1
1_6;26789.0;60000.0;0
1_1;41469.0;51000.0;0
1_19;17811.9;80000.0;0
1_9;12870.0;31000.0;0
1_6;14308.0;28700.0;0
1_16;10152.0;50000.0;0
1_1;16807.0;25000.0;0
1_1;14585.56;18000.0;0
1_1;25667.0;30000.0;1
1_1;33980.0;25000.0;0
1_32;19470.0;50000.0;1
1_32;17406.0;17500.0;0
1_4;21176.0;70000.0;0
1_5;42580.0;20000.0;0
1_1;12230.0;40000.0;1
1_1;14886.0;15000.0;1
1_5;55943.0;30000.0;0
1_9;36360.0;28000.0;0
1_1;36378.0;50000.0;0
1_1;18889.0;30000.0;0
1_1;15288.0;25000.0;0
1_43;15409.0;35000.0;0
1_6;49689.0;70000.0;0
1_6;23779.0;20000.0;0
1_1;29680.0;20000.0;0
1_6;17314.0;21000.0;0
1_1;15908.0;35000.0;0
1_43;24558.0;28000.0;0
1_1;78568.0;45000.0;0
1_1;20980.0;20000.0;1
1_32;16294.0;25000.0;1
1_6;27178.41;40000.0;0
1_1;77558.0;50000.0;0
1_4;29188.0;120000.0;0
1_6;29069.0;37000.0;0
1_1;28499.0;50000.0;1
1_1;47968.0;90000.0;0
1_1;13709.0;40000.0;0
1_32;18747.0;30000.0;1
1_1;22366.0;23000.0;0
1_1;10029.0;20000.0;0
1_6;26689.0;30000.0;0
1_1;29968.0;50000.0;0
1_1;16327.06;23000.0;0
1_6;62967.0;57000.0;0
1_1;27990.0;50000.0;0
1_32;23283.0;60000.0;1
1_6;16529.0;40000.0;0
1_1;22118.0;33000.0;1
1_1;18317.0;15000.0;0
1_9;11578.0;65000.0;0
